,subject.id,subject.mass,cage,Date.Time,vo2,vco2,ee,rer,feed,feed.acc,drink,drink.acc,xytot,xyamb,wheel,wheel.acc,pedmeter,allmeter,body.temp,hour,day,exp.hour,exp.day,Diet..LF.or.HF.,cal.g,FEED.KCAL.,FEED.ACC.Kcal.,room.temperature.C
1234,1_D4,39.72,104,5/14/15 19:55,159.99216,122.77452,0.766317722,0.767378352,0.21,12.75,NA,NA,1019,208,NA,NA,NA,NA,NA,5/14/15 19:00,5/15/15,82,3,HF,5.21,1.0941,68.8241,22
1235,1_D4,39.72,104,5/14/15 20:13,171.07404,130.12272,0.81811852,0.760622243,0.22,12.97,NA,NA,879,148,NA,NA,NA,NA,NA,5/14/15 20:00,5/15/15,83,3,HF,5.21,1.1462,69.9703,22
1236,1_D4,39.72,104,5/14/15 20:31,173.33808,133.37976,0.830643388,0.769477544,0.12,13.09,NA,NA,949,192,NA,NA,NA,NA,NA,5/14/15 20:00,5/15/15,83,3,HF,5.21,0.6252,70.5955,22
1237,1_D4,39.72,104,5/14/15 20:49,159.6744,122.17872,0.764406475,0.765174129,0.01,13.1,NA,NA,641,68,NA,NA,NA,NA,NA,5/14/15 20:00,5/15/15,83,3,HF,5.21,0.0521,70.6476,22
1238,1_D4,39.72,104,5/14/15 21:07,126.7068,91.99152,0.60109412,0.726018809,0,13.1,NA,NA,278,5,NA,NA,NA,NA,NA,5/14/15 21:00,5/15/15,84,3,HF,5.21,0,70.6476,22
1239,1_D4,39.72,104,5/14/15 21:25,141.8004,104.10612,0.673976745,0.734173669,0.01,13.11,NA,NA,176,11,NA,NA,NA,NA,NA,5/14/15 21:00,5/15/15,84,3,HF,5.21,0.0521,70.6997,22
1240,1_D4,39.72,104,5/14/15 21:43,146.12988,109.66692,0.697189471,0.750475673,0,13.11,NA,NA,782,103,NA,NA,NA,NA,NA,5/14/15 21:00,5/15/15,84,3,HF,5.21,0,70.6997,22
1241,1_D4,39.72,104,5/14/15 22:01,125.83296,91.5546,0.597167083,0.727588384,0,13.11,NA,NA,137,7,NA,NA,NA,NA,NA,5/14/15 22:00,5/15/15,85,3,HF,5.21,0,70.6997,22
1242,1_D4,39.72,104,5/14/15 22:19,143.5878,109.0314,0.686468248,0.7593361,0.13,13.24,NA,NA,361,43,NA,NA,NA,NA,NA,5/14/15 22:00,5/15/15,85,3,HF,5.21,0.6773,71.377,22
1243,1_D4,39.72,104,5/14/15 22:37,129.05028,96.9168,0.615777134,0.751000308,0,13.24,NA,NA,822,155,NA,NA,NA,NA,NA,5/14/15 22:00,5/15/15,85,3,HF,5.21,0,71.377,22
1244,1_D4,39.72,104,5/14/15 22:55,138.027,102.04068,0.656821399,0.739280576,0,13.24,NA,NA,158,5,NA,NA,NA,NA,NA,5/14/15 22:00,5/15/15,85,3,HF,5.21,0,71.377,22
1245,1_D4,39.72,104,5/14/15 23:13,136.71624,99.57804,0.648932014,0.728355607,0.01,13.25,NA,NA,515,35,NA,NA,NA,NA,NA,5/14/15 23:00,5/15/15,86,3,HF,5.21,0.0521,71.4291,22
1246,1_D4,39.72,104,5/14/15 23:31,144.22332,107.40288,0.687171689,0.74469843,0,13.25,NA,NA,512,84,NA,NA,NA,NA,NA,5/14/15 23:00,5/15/15,86,3,HF,5.21,0,71.4291,22
1247,1_D4,39.72,104,5/14/15 23:49,134.09472,99.14112,0.63811737,0.739336493,0,13.25,NA,NA,568,20,NA,NA,NA,NA,NA,5/14/15 23:00,5/15/15,86,3,HF,5.21,0,71.4291,22
1248,1_D4,39.72,104,5/15/15 0:07,152.84256,113.0034,0.727334289,0.739345114,0.01,13.26,NA,NA,704,183,NA,NA,NA,NA,NA,5/15/15 0:00,5/15/15,87,3,HF,5.21,0.0521,71.4812,22
1249,1_D4,39.72,104,5/15/15 0:25,134.61108,97.83036,0.638702644,0.726763057,0,13.26,NA,NA,599,27,NA,NA,NA,NA,NA,5/15/15 0:00,5/15/15,87,3,HF,5.21,0,71.4812,22
1250,1_D4,39.72,104,5/15/15 0:43,136.47792,95.60604,0.643599763,0.700523865,0.08,13.34,NA,NA,222,28,NA,NA,NA,NA,NA,5/15/15 0:00,5/15/15,87,3,HF,5.21,0.4168,71.898,22
1251,1_D4,39.72,104,5/15/15 1:01,136.95456,106.21128,0.657207597,0.775522042,0,13.34,NA,NA,616,46,NA,NA,NA,NA,NA,5/15/15 1:00,5/15/15,88,3,HF,5.21,0,71.898,22
1252,1_D4,39.72,104,5/15/15 1:19,183.18864,135.56436,0.871880612,0.740026019,0.18,13.52,NA,NA,1740,766,NA,NA,NA,NA,NA,5/15/15 1:00,5/15/15,88,3,HF,5.21,0.9378,72.8358,22
1253,1_D4,39.72,104,5/15/15 1:37,176.19792,132.58536,0.841035411,0.752479711,0.14,13.66,NA,NA,1914,875,NA,NA,NA,NA,NA,5/15/15 1:00,5/15/15,88,3,HF,5.21,0.7294,73.5652,22
1254,1_D4,39.72,104,5/15/15 1:55,160.78656,118.7628,0.76501149,0.738636364,0.14,13.8,NA,NA,1185,232,NA,NA,NA,NA,NA,5/15/15 1:00,5/15/15,88,3,HF,5.21,0.7294,74.2946,22
1255,1_D4,39.72,104,5/15/15 2:13,152.24676,116.10156,0.728412807,0.762588051,0.21,14.01,NA,NA,1062,243,NA,NA,NA,NA,NA,5/15/15 2:00,5/15/15,89,3,HF,5.21,1.0941,75.3887,22
1256,1_D4,39.72,104,5/15/15 2:31,133.4592,96.7182,0.632933036,0.724702381,0.01,14.02,NA,NA,446,55,NA,NA,NA,NA,NA,5/15/15 2:00,5/15/15,89,3,HF,5.21,0.0521,75.4408,22
1257,1_D4,39.72,104,5/15/15 2:49,131.94984,98.02896,0.628434349,0.742925948,0.12,14.14,NA,NA,70,7,NA,NA,NA,NA,NA,5/15/15 2:00,5/15/15,89,3,HF,5.21,0.6252,76.066,22
1258,1_D4,39.72,104,5/15/15 3:07,146.88456,108.75336,0.699153267,0.740400216,0.01,14.15,NA,NA,130,4,NA,NA,NA,NA,NA,5/15/15 3:00,5/15/15,90,3,HF,5.21,0.0521,76.1181,22
1259,1_D4,39.72,104,5/15/15 3:25,143.62752,110.46132,0.688206276,0.769081858,0,14.15,NA,NA,557,66,NA,NA,NA,NA,NA,5/15/15 3:00,5/15/15,90,3,HF,5.21,0,76.1181,22
1260,1_D4,39.72,104,5/15/15 3:43,175.761,138.18588,0.845507684,0.786214689,0.13,14.28,NA,NA,1156,385,NA,NA,NA,NA,NA,5/15/15 3:00,5/15/15,90,3,HF,5.21,0.6773,76.7954,22
1261,1_D4,39.72,104,5/15/15 4:01,145.89156,114.31416,0.701390099,0.783555677,0,14.28,NA,NA,937,58,NA,NA,NA,NA,NA,5/15/15 4:00,5/15/15,91,3,HF,5.21,0,76.7954,22
1262,1_D4,39.72,104,5/15/15 4:19,144.26304,105.73464,0.685483152,0.732929515,0.01,14.29,NA,NA,309,26,NA,NA,NA,NA,NA,5/15/15 4:00,5/15/15,91,3,HF,5.21,0.0521,76.8475,22
1263,1_D4,39.72,104,5/15/15 4:37,149.66496,109.0314,0.710418336,0.728503185,0,14.29,NA,NA,213,22,NA,NA,NA,NA,NA,5/15/15 4:00,5/15/15,91,3,HF,5.21,0,76.8475,22
1264,1_D4,39.72,104,5/15/15 4:55,137.07372,102.279,0.653328105,0.746160533,0,14.29,NA,NA,695,86,NA,NA,NA,NA,NA,5/15/15 4:00,5/15/15,91,3,HF,5.21,0,76.8475,22
1265,1_D4,39.72,104,5/15/15 5:13,151.88928,111.4146,0.7218202,0.733525105,0.01,14.3,NA,NA,630,150,NA,NA,NA,NA,NA,5/15/15 5:00,5/15/15,92,3,HF,5.21,0.0521,76.8996,22
1266,1_D4,39.72,104,5/15/15 5:31,183.9036,136.71624,0.875972249,0.743412527,0.28,14.58,NA,NA,1398,599,NA,NA,NA,NA,NA,5/15/15 5:00,5/15/15,92,3,HF,5.21,1.4588,78.3584,22
1267,1_D4,39.72,104,5/15/15 5:49,158.24448,127.02456,0.764130659,0.802710843,0.16,14.74,NA,NA,1278,331,NA,NA,NA,NA,NA,5/15/15 5:00,5/15/15,92,3,HF,5.21,0.8336,79.192,22
1268,1_D4,39.72,104,5/15/15 6:07,154.27248,119.5572,0.740218107,0.774974253,0.01,14.75,NA,NA,912,282,NA,NA,NA,NA,NA,5/15/15 6:00,5/15/15,93,3,HF,5.21,0.0521,79.2441,22
1269,1_D4,39.72,104,5/15/15 6:25,148.43364,113.0034,0.709958736,0.76130586,0.23,14.98,NA,NA,780,118,NA,NA,NA,NA,NA,5/15/15 6:00,5/15/15,93,3,HF,5.21,1.1983,80.4424,22
1270,1_D4,39.72,104,5/15/15 6:43,128.41476,92.82564,0.608747727,0.722858027,0.01,14.99,NA,NA,147,2,NA,NA,NA,NA,NA,5/15/15 6:00,5/15/15,93,3,HF,5.21,0.0521,80.4945,22
1271,1_D4,39.72,104,5/15/15 7:01,110.34216,79.44,0.522719093,0.719942405,0,14.99,NA,NA,261,11,NA,NA,NA,NA,NA,5/15/15 7:00,5/16/15,94,4,HF,5.21,0,80.4945,22
1272,1_D4,39.72,104,5/15/15 7:19,114.07584,87.46344,0.54630745,0.766713092,0.01,15,NA,NA,59,8,NA,NA,NA,NA,NA,5/15/15 7:00,5/16/15,94,4,HF,5.21,0.0521,80.5466,22
1273,1_D4,39.72,104,5/15/15 7:37,127.104,94.7322,0.605690677,0.7453125,0,15,NA,NA,173,8,NA,NA,NA,NA,NA,5/15/15 7:00,5/16/15,94,4,HF,5.21,0,80.5466,22
1274,1_D4,39.72,104,5/15/15 7:55,118.40532,87.22512,0.563106349,0.736665548,0,15,NA,NA,347,6,NA,NA,NA,NA,NA,5/15/15 7:00,5/16/15,94,4,HF,5.21,0,80.5466,22
1275,1_D4,39.72,104,5/15/15 8:13,111.89124,80.6316,0.530141926,0.720624778,0.04,15.04,NA,NA,53,5,NA,NA,NA,NA,NA,5/15/15 8:00,5/16/15,95,4,HF,5.21,0.2084,80.755,22
1276,1_D4,39.72,104,5/15/15 8:31,113.24172,85.51716,0.540867597,0.755173623,0,15.04,NA,NA,172,9,NA,NA,NA,NA,NA,5/15/15 8:00,5/16/15,95,4,HF,5.21,0,80.755,22
1277,1_D4,39.72,104,5/15/15 8:49,124.08528,91.47516,0.590191615,0.737195903,0.03,15.07,NA,NA,223,14,NA,NA,NA,NA,NA,5/15/15 8:00,5/16/15,95,4,HF,5.21,0.1563,80.9113,22
1278,1_D4,39.72,104,5/15/15 9:07,112.8048,82.37928,0.5356752,0.73028169,0,15.07,NA,NA,128,13,NA,NA,NA,NA,NA,5/15/15 9:00,5/16/15,96,4,HF,5.21,0,80.9113,22
1279,1_D4,39.72,104,5/15/15 9:25,134.33304,100.41216,0.64046236,0.747486694,0.02,15.09,NA,NA,206,12,NA,NA,NA,NA,NA,5/15/15 9:00,5/16/15,96,4,HF,5.21,0.1042,81.0155,22
1280,1_D4,39.72,104,5/15/15 9:43,118.00812,87.94008,0.562331729,0.745203635,0,15.09,NA,NA,279,3,NA,NA,NA,NA,NA,5/15/15 9:00,5/16/15,96,4,HF,5.21,0,81.0155,22
1281,1_D5,33.34,105,5/11/15 10:03,147.56284,116.32326,0.710198678,0.78829643,0,0,NA,NA,1485,924,NA,NA,NA,NA,NA,5/11/15 10:00,5/12/15,1,0,LF,3.82,0,0,22
1282,1_D5,33.34,105,5/11/15 10:21,142.66186,110.5221,0.684467833,0.774713718,0,0,NA,NA,2567,1749,NA,NA,NA,NA,NA,5/11/15 10:00,5/12/15,1,0,LF,3.82,0,0,22
1283,1_D5,33.34,105,5/11/15 10:39,153.49736,127.12542,0.74553381,0.828192876,0.04,0.04,NA,NA,1342,721,NA,NA,NA,NA,NA,5/11/15 10:00,5/12/15,1,0,LF,3.82,0.1528,0.1528,22
1284,1_D5,33.34,105,5/11/15 10:57,145.89584,123.92478,0.712036312,0.84940585,0.07,0.11,NA,NA,1303,809,NA,NA,NA,NA,NA,5/11/15 10:00,5/12/15,1,0,LF,3.82,0.2674,0.4202,22
1285,1_D5,33.34,105,5/11/15 11:15,132.79322,113.58938,0.648967934,0.855385388,0.02,0.13,NA,NA,2343,1485,NA,NA,NA,NA,NA,5/11/15 11:00,5/12/15,2,0,LF,3.82,0.0764,0.4966,22
1286,1_D5,33.34,105,5/11/15 11:33,129.39254,111.88904,0.633685278,0.864725586,0.12,0.25,NA,NA,568,264,NA,NA,NA,NA,NA,5/11/15 11:00,5/12/15,2,0,LF,3.82,0.4584,0.955,22
1287,1_D5,33.34,105,5/11/15 11:51,123.55804,117.62352,0.617033849,0.951969779,0.08,0.33,NA,NA,452,134,NA,NA,NA,NA,NA,5/11/15 11:00,5/12/15,2,0,LF,3.82,0.3056,1.2606,22
1288,1_D5,33.34,105,5/11/15 12:09,114.25618,110.62212,0.57263167,0.968193755,0.12,0.45,NA,NA,581,131,NA,NA,NA,NA,NA,5/11/15 12:00,5/12/15,3,0,LF,3.82,0.4584,1.719,22
1289,1_D5,33.34,105,5/11/15 12:27,144.16216,139.89464,0.722866544,0.97039778,0.17,0.62,NA,NA,1844,1213,NA,NA,NA,NA,NA,5/11/15 12:00,5/12/15,3,0,LF,3.82,0.6494,2.3684,22
1290,1_D5,33.34,105,5/11/15 12:45,125.82516,121.45762,0.630209083,0.965288818,0,0.62,NA,NA,1495,969,NA,NA,NA,NA,NA,5/11/15 12:00,5/12/15,3,0,LF,3.82,0,2.3684,22
1291,1_D5,33.34,105,5/11/15 13:03,129.45922,125.45842,0.648955799,0.96909606,0.3,0.92,NA,NA,321,187,NA,NA,NA,NA,NA,5/11/15 13:00,5/12/15,4,0,LF,3.82,1.146,3.5144,22
1292,1_D5,33.34,105,5/11/15 13:21,124.0248,121.42428,0.62307699,0.979032258,0.1,1.02,NA,NA,865,488,NA,NA,NA,NA,NA,5/11/15 13:00,5/12/15,4,0,LF,3.82,0.382,3.8964,22
1293,1_D5,33.34,105,5/11/15 13:39,131.65966,127.89224,0.660319538,0.971385161,0.12,1.14,NA,NA,213,71,NA,NA,NA,NA,NA,5/11/15 13:00,5/12/15,4,0,LF,3.82,0.4584,4.3548,22
1294,1_D5,33.34,105,5/11/15 13:57,129.49256,129.72594,0.653807069,1.001802266,-0.01,1.13,NA,NA,1114,437,NA,NA,NA,NA,NA,5/11/15 13:00,5/12/15,4,0,LF,3.82,-0.0382,4.3166,22
1295,1_D5,33.34,105,5/11/15 14:15,112.65586,111.45562,0.56724666,0.98934596,0,1.13,NA,NA,161,65,NA,NA,NA,NA,NA,5/11/15 14:00,5/12/15,5,0,LF,3.82,0,4.3166,22
1296,1_D5,33.34,105,5/11/15 14:33,116.62332,118.05694,0.59018348,1.012292739,0.11,1.24,NA,NA,697,355,NA,NA,NA,NA,NA,5/11/15 14:00,5/12/15,5,0,LF,3.82,0.4202,4.7368,22
1297,1_D5,33.34,105,5/11/15 14:51,129.82596,131.92638,0.657554685,1.016178737,0.15,1.39,NA,NA,443,223,NA,NA,NA,NA,NA,5/11/15 14:00,5/12/15,5,0,LF,3.82,0.573,5.3098,22
1298,1_D5,33.34,105,5/11/15 15:09,119.12382,116.89004,0.598747359,0.981248251,0.15,1.54,NA,NA,256,112,NA,NA,NA,NA,NA,5/11/15 15:00,5/12/15,6,0,LF,3.82,0.573,5.8828,22
1299,1_D5,33.34,105,5/11/15 15:27,121.92438,125.72514,0.619555986,1.031173093,0,1.54,NA,NA,184,49,NA,NA,NA,NA,NA,5/11/15 15:00,5/12/15,6,0,LF,3.82,0,5.8828,22
1300,1_D5,33.34,105,5/11/15 15:45,113.15596,110.48876,0.568148207,0.976428992,-0.01,1.53,NA,NA,221,51,NA,NA,NA,NA,NA,5/11/15 15:00,5/12/15,6,0,LF,3.82,-0.0382,5.8446,22
1301,1_D5,33.34,105,5/11/15 16:03,118.55704,115.1897,0.594633103,0.9715973,0.1,1.63,NA,NA,392,57,NA,NA,NA,NA,NA,5/11/15 16:00,5/12/15,7,0,LF,3.82,0.382,6.2266,22
1302,1_D5,33.34,105,5/11/15 16:21,114.58958,115.12302,0.578923595,1.004655223,0.09,1.72,NA,NA,209,112,NA,NA,NA,NA,NA,5/11/15 16:00,5/12/15,7,0,LF,3.82,0.3438,6.5704,22
1303,1_D5,33.34,105,5/11/15 16:39,123.72474,120.42408,0.620788233,0.973322555,0,1.72,NA,NA,263,28,NA,NA,NA,NA,NA,5/11/15 16:00,5/12/15,7,0,LF,3.82,0,6.5704,22
1304,1_D5,33.34,105,5/11/15 16:57,116.65666,115.72314,0.58773369,0.991997714,0.11,1.83,NA,NA,259,140,NA,NA,NA,NA,NA,5/11/15 16:00,5/12/15,7,0,LF,3.82,0.4202,6.9906,22
1305,1_D5,33.34,105,5/11/15 17:15,108.5217,107.12142,0.54616031,0.987096774,-0.01,1.82,NA,NA,33,14,NA,NA,NA,NA,NA,5/11/15 17:00,5/12/15,8,0,LF,3.82,-0.0382,6.9524,22
1306,1_D5,33.34,105,5/11/15 17:33,131.8597,133.66006,0.667487104,1.013653603,0.13,1.95,NA,NA,680,184,NA,NA,NA,NA,NA,5/11/15 17:00,5/12/15,8,0,LF,3.82,0.4966,7.449,22
1307,1_D5,33.34,105,5/11/15 17:51,123.59138,122.39114,0.622438229,0.990288643,0.1,2.05,NA,NA,170,83,NA,NA,NA,NA,NA,5/11/15 17:00,5/12/15,8,0,LF,3.82,0.382,7.831,22
1308,1_D5,33.34,105,5/11/15 18:09,129.29252,128.55904,0.65172812,0.994326973,-0.01,2.04,NA,NA,199,34,NA,NA,NA,NA,NA,5/11/15 18:00,5/12/15,9,0,LF,3.82,-0.0382,7.7928,22
1309,1_D5,33.34,105,5/11/15 18:27,143.56204,139.39454,0.719948361,0.970970739,0.09,2.13,NA,NA,865,225,NA,NA,NA,NA,NA,5/11/15 18:00,5/12/15,9,0,LF,3.82,0.3438,8.1366,22
1310,1_D5,33.34,105,5/11/15 18:45,134.99366,138.12762,0.684779162,1.023215609,0.04,2.17,NA,NA,1162,591,NA,NA,NA,NA,NA,5/11/15 18:00,5/12/15,9,0,LF,3.82,0.1528,8.2894,22
1311,1_D5,33.34,105,5/11/15 19:03,119.5239,121.75768,0.605707684,1.018688982,0,2.17,NA,NA,487,41,NA,NA,NA,NA,NA,5/11/15 19:00,5/12/15,10,0,LF,3.82,0,8.2894,22
1312,1_D5,33.34,105,5/11/15 19:21,155.8645,156.46462,0.787311864,1.003850267,0.22,2.39,NA,NA,1340,700,NA,NA,NA,NA,NA,5/11/15 19:00,5/12/15,10,0,LF,3.82,0.8404,9.1298,22
1313,1_D5,33.34,105,5/11/15 19:39,161.79902,165.76648,0.820987665,1.024520915,0.11,2.5,NA,NA,2022,1220,NA,NA,NA,NA,NA,5/11/15 19:00,5/12/15,10,0,LF,3.82,0.4202,9.55,22
1314,1_D5,33.34,105,5/11/15 19:57,139.92798,142.96192,0.709572053,1.021682154,0.01,2.51,NA,NA,2030,1141,NA,NA,NA,NA,NA,5/11/15 19:00,5/12/15,10,0,LF,3.82,0.0382,9.5882,22
1315,1_D5,33.34,105,5/11/15 20:15,143.5287,142.62852,0.72339375,0.993728223,0.1,2.61,NA,NA,912,502,NA,NA,NA,NA,NA,5/11/15 20:00,5/12/15,11,0,LF,3.82,0.382,9.9702,22
1316,1_D5,33.34,105,5/11/15 20:33,130.8595,127.59218,0.656834241,0.975031847,0.06,2.67,NA,NA,335,91,NA,NA,NA,NA,NA,5/11/15 20:00,5/12/15,11,0,LF,3.82,0.2292,10.1994,22
1317,1_D5,33.34,105,5/11/15 20:51,144.26218,146.46262,0.730524909,1.015253062,0.16,2.83,NA,NA,1212,759,NA,NA,NA,NA,NA,5/11/15 20:00,5/12/15,11,0,LF,3.82,0.6112,10.8106,22
1318,1_D5,33.34,105,5/11/15 21:09,128.6924,129.6926,0.650616764,1.007772021,0.08,2.91,NA,NA,598,214,NA,NA,NA,NA,NA,5/11/15 21:00,5/12/15,12,0,LF,3.82,0.3056,11.1162,22
1319,1_D5,33.34,105,5/11/15 21:27,159.16516,158.13162,0.802163467,0.993506494,0.43,3.34,NA,NA,1038,573,NA,NA,NA,NA,NA,5/11/15 21:00,5/12/15,12,0,LF,3.82,1.6426,12.7588,22
1320,1_D5,33.34,105,5/11/15 21:45,149.82996,153.46402,0.760211078,1.024254562,0.15,3.49,NA,NA,1930,1187,NA,NA,NA,NA,NA,5/11/15 21:00,5/12/15,12,0,LF,3.82,0.573,13.3318,22
1321,1_D5,33.34,105,5/11/15 22:03,126.55864,126.0252,0.638151471,0.995785037,0.01,3.5,NA,NA,563,187,NA,NA,NA,NA,NA,5/11/15 22:00,5/12/15,13,0,LF,3.82,0.0382,13.37,22
1322,1_D5,33.34,105,5/11/15 22:21,127.55884,128.59238,0.644932561,1.008102457,0.13,3.63,NA,NA,903,482,NA,NA,NA,NA,NA,5/11/15 22:00,5/12/15,13,0,LF,3.82,0.4966,13.8666,22
1323,1_D5,33.34,105,5/11/15 22:39,134.26018,126.09188,0.668576989,0.939160666,0.04,3.67,NA,NA,392,155,NA,NA,NA,NA,NA,5/11/15 22:00,5/12/15,13,0,LF,3.82,0.1528,14.0194,22
1324,1_D5,33.34,105,5/11/15 22:57,135.1937,126.12522,0.672292865,0.932922318,0,3.67,NA,NA,171,31,NA,NA,NA,NA,NA,5/11/15 22:00,5/12/15,13,0,LF,3.82,0,14.0194,22
1325,1_D5,33.34,105,5/11/15 23:15,124.55824,124.5249,0.628608563,0.999732334,0.14,3.81,NA,NA,650,280,NA,NA,NA,NA,NA,5/11/15 23:00,5/12/15,14,0,LF,3.82,0.5348,14.5542,22
1326,1_D5,33.34,105,5/11/15 23:33,131.39294,124.59158,0.655617864,0.948236488,0,3.81,NA,NA,138,64,NA,NA,NA,NA,NA,5/11/15 23:00,5/12/15,14,0,LF,3.82,0,14.5542,22
1327,1_D5,33.34,105,5/11/15 23:51,125.79182,118.6904,0.627017145,0.94354625,0,3.81,NA,NA,161,54,NA,NA,NA,NA,NA,5/11/15 23:00,5/12/15,14,0,LF,3.82,0,14.5542,22
1328,1_D5,33.34,105,5/12/15 0:09,110.62212,110.12202,0.557756729,0.995479204,0.11,3.92,NA,NA,441,204,NA,NA,NA,NA,NA,5/12/15 0:00,5/12/15,15,0,LF,3.82,0.4202,14.9744,22
1329,1_D5,33.34,105,5/12/15 0:27,142.26178,140.29472,0.715819635,0.986172955,0.11,4.03,NA,NA,335,115,NA,NA,NA,NA,NA,5/12/15 0:00,5/12/15,15,0,LF,3.82,0.4202,15.3946,22
1330,1_D5,33.34,105,5/12/15 0:45,129.25918,124.79162,0.64742996,0.965437194,0,4.03,NA,NA,109,14,NA,NA,NA,NA,NA,5/12/15 0:00,5/12/15,15,0,LF,3.82,0,15.3946,22
1331,1_D5,33.34,105,5/12/15 1:03,121.29092,119.42388,0.610090327,0.984606927,0.1,4.13,NA,NA,110,39,NA,NA,NA,NA,NA,5/12/15 1:00,5/12/15,16,0,LF,3.82,0.382,15.7766,22
1332,1_D5,33.34,105,5/12/15 1:21,130.45942,129.29252,0.657138101,0.991055456,0.12,4.25,NA,NA,374,106,NA,NA,NA,NA,NA,5/12/15 1:00,5/12/15,16,0,LF,3.82,0.4584,16.235,22
1333,1_D5,33.34,105,5/12/15 1:39,123.89144,122.39114,0.623620766,0.987890205,0.08,4.33,NA,NA,183,27,NA,NA,NA,NA,NA,5/12/15 1:00,5/12/15,16,0,LF,3.82,0.3056,16.5406,22
1334,1_D5,33.34,105,5/12/15 1:57,131.45962,131.693,0.66373482,1.001775298,0.09,4.42,NA,NA,352,102,NA,NA,NA,NA,NA,5/12/15 1:00,5/12/15,16,0,LF,3.82,0.3438,16.8844,22
1335,1_D5,33.34,105,5/12/15 2:15,128.29232,127.45882,0.646569488,0.993503119,0.01,4.43,NA,NA,275,80,NA,NA,NA,NA,NA,5/12/15 2:00,5/12/15,17,0,LF,3.82,0.0382,16.9226,22
1336,1_D5,33.34,105,5/12/15 2:33,133.66006,128.79242,0.669198713,0.963581941,0.08,4.51,NA,NA,598,286,NA,NA,NA,NA,NA,5/12/15 2:00,5/12/15,17,0,LF,3.82,0.3056,17.2282,22
1337,1_D5,33.34,105,5/12/15 2:51,134.82696,133.42668,0.678922957,0.989614243,0.02,4.53,NA,NA,1373,800,NA,NA,NA,NA,NA,5/12/15 2:00,5/12/15,17,0,LF,3.82,0.0764,17.3046,22
1338,1_D5,33.34,105,5/12/15 3:09,134.32686,126.45862,0.669245389,0.941424671,0,4.53,NA,NA,203,8,NA,NA,NA,NA,NA,5/12/15 3:00,5/12/15,18,0,LF,3.82,0,17.3046,22
1339,1_D5,33.34,105,5/12/15 3:27,151.8637,149.16316,0.763469297,0.982217344,0.19,4.72,NA,NA,1062,547,NA,NA,NA,NA,NA,5/12/15 3:00,5/12/15,18,0,LF,3.82,0.7258,18.0304,22
1340,1_D5,33.34,105,5/12/15 3:45,133.46002,129.6926,0.669405954,0.971771172,0,4.72,NA,NA,375,46,NA,NA,NA,NA,NA,5/12/15 3:00,5/12/15,18,0,LF,3.82,0,18.0304,22
1341,1_D5,33.34,105,5/12/15 4:03,137.29412,129.45922,0.684258024,0.942933463,0.11,4.83,NA,NA,538,191,NA,NA,NA,NA,NA,5/12/15 4:00,5/12/15,19,0,LF,3.82,0.4202,18.4506,22
1342,1_D5,33.34,105,5/12/15 4:21,136.12722,134.46022,0.685190377,0.987754102,0.01,4.84,NA,NA,939,438,NA,NA,NA,NA,NA,5/12/15 4:00,5/12/15,19,0,LF,3.82,0.0382,18.4888,22
1343,1_D5,33.34,105,5/12/15 4:39,118.5237,112.25578,0.591256794,0.947116737,0.05,4.89,NA,NA,179,70,NA,NA,NA,NA,NA,5/12/15 4:00,5/12/15,19,0,LF,3.82,0.191,18.6798,22
1344,1_D5,33.34,105,5/12/15 4:57,122.32446,120.05734,0.614864115,0.98146634,0.04,4.93,NA,NA,711,304,NA,NA,NA,NA,NA,5/12/15 4:00,5/12/15,19,0,LF,3.82,0.1528,18.8326,22
1345,1_D5,33.34,105,5/12/15 5:15,157.43148,150.13002,0.786481265,0.953621347,0.13,5.06,NA,NA,679,343,NA,NA,NA,NA,NA,5/12/15 5:00,5/12/15,20,0,LF,3.82,0.4966,19.3292,22
1346,1_D5,33.34,105,5/12/15 5:33,158.73174,153.13062,0.794924253,0.964713296,0.02,5.08,NA,NA,2202,1394,NA,NA,NA,NA,NA,5/12/15 5:00,5/12/15,20,0,LF,3.82,0.0764,19.4056,22
1347,1_D5,33.34,105,5/12/15 5:51,142.26178,135.29372,0.710288529,0.951019452,0.04,5.12,NA,NA,1845,1161,NA,NA,NA,NA,NA,5/12/15 5:00,5/12/15,20,0,LF,3.82,0.1528,19.5584,22
1348,1_D5,33.34,105,5/12/15 6:09,143.62872,129.72594,0.709517675,0.903203343,0.01,5.13,NA,NA,1065,428,NA,NA,NA,NA,NA,5/12/15 6:00,5/12/15,21,0,LF,3.82,0.0382,19.5966,22
1349,1_D5,33.34,105,5/12/15 6:27,112.08908,91.28492,0.542704186,0.814396193,0,5.13,NA,NA,420,155,NA,NA,NA,NA,NA,5/12/15 6:00,5/12/15,21,0,LF,3.82,0,19.5966,22
1350,1_D5,33.34,105,5/12/15 6:45,130.12602,108.0216,0.632298534,0.830130669,0.07,5.2,NA,NA,392,221,NA,NA,NA,NA,NA,5/12/15 6:00,5/12/15,21,0,LF,3.82,0.2674,19.864,22
1351,1_D5,33.34,105,5/12/15 7:03,124.8583,109.92198,0.61364027,0.880373832,0.09,5.29,NA,NA,230,11,NA,NA,NA,NA,NA,5/12/15 7:00,5/13/15,22,1,LF,3.82,0.3438,20.2078,22
