EarTag,LabID,Experiment Started,Group/Cage,O2 Calibration Date,CO2 Calibration Date,Subject Mass [g],Reference Settle Time [s],Reference Measure Time [s],Cage Settle Time [s],Cage Measure Time [s],Reference Method,Heat Calculation Method,INTERVAL [#],CHAN,DATE.TIME,VO2 [ml/kg/hr],O2IN [%],O2OUT [%],DO2,ACCO2 [l],VCO2 [ml/kg/hr],CO2IN [%],CO2OUT [%],DCO2,ACCCO2 [l],RER,HEAT [kcal/hr],FLOW [lpm],STATUS1,FEED1 [g],FEED1.ACC [g],DRINK1 [ml],DRINK1.ACC [ml],XTOT [counts],XAMB [counts],ZTOT [counts]
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,6,103,01.09.2010 18:00:52 ,2412,20.89,20.6,0.29,0.2,2095,0.039,0.296,0.257,0.2,0.869,0.3,0.4,STABLE,0,0.13,0,0,481,69,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,7,103,01.09.2010 18:40:52 ,2844,20.89,20.55,0.34,0.3,2412,0.039,0.335,0.296,0.2,0.848,0.4,0.4,STABLE,0.16,0.29,0,0,992,235,19
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,8,103,01.09.2010 19:20:52 ,3398,20.89,20.48,0.41,0.3,3001,0.039,0.407,0.368,0.3,0.883,0.5,0.4,STABLE,0.08,0.37,0,0,663,116,7
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,9,103,01.09.2010 20:00:52 ,3749,20.89,20.45,0.44,0.4,2969,0.039,0.403,0.364,0.3,0.792,0.5,0.4,DYNAMIC,0.03,0.4,0,0,5001,2874,1609
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,10,103,01.09.2010 20:40:52 ,3482,20.89,20.48,0.41,0.5,2835,0.04,0.387,0.348,0.4,0.814,0.5,0.4,STABLE,0.06,0.46,0,0,4035,1947,1169
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,11,103,01.09.2010 21:20:52 ,3364,20.89,20.49,0.4,0.5,2773,0.04,0.38,0.34,0.5,0.824,0.5,0.4,DYNAMIC,0.11,0.57,0,0,4034,2133,1065
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,12,103,01.09.2010 22:00:52 ,3355,20.89,20.48,0.4,0.6,3091,0.04,0.419,0.379,0.5,0.921,0.5,0.4,STABLE,0.2,0.77,0.06,0.06,3485,1858,1225
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,13,103,01.09.2010 22:40:52 ,3310,20.89,20.49,0.4,0.7,3073,0.04,0.417,0.377,0.6,0.928,0.5,0.4,DYNAMIC,0.25,1.02,0.18,0.24,3760,2047,1451
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,14,103,01.09.2010 23:20:52 ,3189,20.89,20.5,0.39,0.7,2981,0.04,0.405,0.366,0.6,0.935,0.5,0.4,STABLE,0.18,1.2,0.12,0.36,2863,1475,849
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,15,103,02.09.2010 00:00:52 ,2531,20.89,20.58,0.31,0.8,2434,0.04,0.338,0.298,0.7,0.961,0.4,0.4,STABLE,0.2,1.4,0.06,0.42,927,454,224
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,16,103,02.09.2010 00:40:52 ,2481,20.89,20.59,0.3,0.8,2343,0.04,0.328,0.287,0.7,0.945,0.4,0.4,STABLE,-0.06,1.34,0.06,0.48,365,56,12
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,17,103,02.09.2010 01:20:52 ,2735,20.89,20.56,0.33,0.9,2605,0.04,0.36,0.319,0.8,0.952,0.4,0.4,STABLE,0.14,1.48,0.22,0.7,802,237,67
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,18,103,02.09.2010 02:00:52 ,2053,20.89,20.64,0.25,0.9,1988,0.04,0.284,0.244,0.8,0.968,0.3,0.4,STABLE,0.17,1.65,0.64,1.34,1147,441,214
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,19,103,02.09.2010 02:40:52 ,2115,20.89,20.63,0.26,1,2006,0.041,0.286,0.246,0.9,0.949,0.3,0.4,STABLE,0.1,1.75,0,1.34,305,56,4
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,20,103,02.09.2010 03:20:52 ,3207,20.89,20.5,0.39,1,3049,0.041,0.414,0.374,0.9,0.951,0.5,0.4,STABLE,0.19,1.94,0,1.34,441,179,16
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,21,103,02.09.2010 04:00:52 ,3133,20.89,20.5,0.39,1.1,3247,0.041,0.438,0.398,1,1.036,0.5,0.4,STABLE,0.18,2.12,0.42,1.76,1051,388,222
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,22,103,02.09.2010 04:40:52 ,2287,20.89,20.61,0.28,1.1,2194,0.041,0.31,0.269,1,0.959,0.3,0.4,STABLE,0.03,2.15,0,1.76,583,210,66
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,23,103,02.09.2010 05:20:52 ,3196,20.89,20.5,0.39,1.2,3251,0.041,0.44,0.398,1.1,1.017,0.5,0.4,STABLE,0.17,2.32,0.38,2.14,1071,481,108
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,24,103,02.09.2010 06:00:52 ,3321,20.89,20.48,0.41,1.3,3307,0.041,0.447,0.405,1.1,0.996,0.5,0.4,DYNAMIC,0.13,2.45,0.38,2.52,5066,3271,2080
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,25,103,02.09.2010 06:40:52 ,2718,20.89,20.56,0.33,1.3,2506,0.042,0.349,0.307,1.2,0.922,0.4,0.4,STABLE,0.13,2.58,0.16,2.68,2759,1550,789
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,26,103,02.09.2010 07:20:52 ,2222,20.89,20.62,0.27,1.4,2080,0.042,0.297,0.255,1.3,0.936,0.3,0.4,STABLE,0.18,2.76,0,2.68,164,46,8
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,27,103,02.09.2010 08:00:52 ,2412,20.89,20.6,0.29,1.4,2233,0.043,0.316,0.274,1.3,0.926,0.4,0.4,STABLE,0.02,2.78,0,2.68,213,55,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,28,103,02.09.2010 08:40:52 ,2431,20.89,20.59,0.29,1.5,2308,0.042,0.325,0.283,1.3,0.949,0.4,0.4,STABLE,0.21,2.99,0,2.68,405,85,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,29,103,02.09.2010 09:20:52 ,2568,20.89,20.58,0.31,1.5,2464,0.041,0.343,0.302,1.4,0.959,0.4,0.4,STABLE,0,2.99,0.12,2.8,150,71,7
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,30,103,02.09.2010 10:00:52 ,1973,20.89,20.65,0.24,1.6,1894,0.041,0.273,0.232,1.4,0.96,0.3,0.4,STABLE,0.22,3.21,0.42,3.22,1417,517,90
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,31,103,02.09.2010 10:40:52 ,2488,20.89,20.59,0.3,1.6,2378,0.04,0.331,0.291,1.5,0.955,0.4,0.4,STABLE,0.05,3.26,0,3.22,189,59,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,32,103,02.09.2010 11:20:52 ,2054,20.89,20.64,0.25,1.6,1998,0.04,0.285,0.245,1.5,0.973,0.3,0.4,STABLE,0.05,3.31,0,3.22,306,40,2
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,33,103,02.09.2010 12:00:52 ,2113,20.89,20.63,0.25,1.7,1951,0.04,0.279,0.239,1.6,0.923,0.3,0.4,STABLE,0.01,3.32,0,3.22,151,40,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,34,103,02.09.2010 12:40:52 ,2928,20.89,20.53,0.36,1.7,2852,0.04,0.39,0.35,1.6,0.974,0.4,0.4,STABLE,0.01,3.33,0,3.22,537,195,15
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,35,103,02.09.2010 13:20:52 ,2059,20.89,20.64,0.24,1.8,1753,0.04,0.255,0.215,1.6,0.851,0.3,0.4,STABLE,0,3.33,0.22,3.44,1381,652,237
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,36,103,02.09.2010 14:00:52 ,2097,20.89,20.64,0.25,1.8,1956,0.04,0.28,0.24,1.7,0.933,0.3,0.4,STABLE,0.14,3.47,0,3.44,563,185,10
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,37,103,02.09.2010 14:40:52 ,2063,20.89,20.64,0.25,1.9,1763,0.04,0.256,0.216,1.7,0.855,0.3,0.4,STABLE,0.01,3.48,0,3.44,48,17,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,1,104,01.09.2010 14:42:52 ,2056,20.89,20.64,0.25,0,1661,0.041,0.253,0.212,0,0.808,0.3,0.4,STABLE,0,0,0,0,12,4,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,2,104,01.09.2010 15:22:52 ,2086,20.89,20.64,0.25,0,1611,0.04,0.245,0.205,0,0.772,0.3,0.4,STABLE,0,0,0,0,76,19,2
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,3,104,01.09.2010 16:02:52 ,2408,20.89,20.59,0.3,0.1,2098,0.039,0.307,0.267,0.1,0.871,0.4,0.4,STABLE,0.26,0.26,0.26,0.26,1326,539,159
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,4,104,01.09.2010 16:42:52 ,2177,20.89,20.62,0.27,0.1,1888,0.039,0.28,0.241,0.1,0.867,0.3,0.4,STABLE,0,0.26,0.02,0.28,46,15,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,5,104,01.09.2010 17:22:52 ,2088,20.89,20.63,0.26,0.2,1825,0.039,0.271,0.233,0.1,0.874,0.3,0.4,STABLE,0,0.26,0.06,0.34,276,121,27
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,6,104,01.09.2010 18:02:52 ,2161,20.89,20.62,0.27,0.2,1913,0.039,0.283,0.244,0.2,0.886,0.3,0.4,STABLE,0.11,0.37,0.18,0.52,800,253,91
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,7,104,01.09.2010 18:42:52 ,2370,20.89,20.59,0.3,0.3,2149,0.039,0.313,0.274,0.2,0.907,0.4,0.4,STABLE,0.13,0.5,0.18,0.7,778,183,48
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,8,104,01.09.2010 19:22:52 ,3977,20.89,20.39,0.5,0.3,3681,0.039,0.508,0.469,0.3,0.926,0.6,0.4,STABLE,0.38,0.88,0.22,0.92,2581,1425,948
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,9,104,01.09.2010 20:02:52 ,3755,20.89,20.42,0.47,0.4,3525,0.039,0.488,0.449,0.4,0.939,0.6,0.4,DYNAMIC,0,0.88,0.26,1.18,6021,3634,2967
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,10,104,01.09.2010 20:42:52 ,3704,20.89,20.42,0.47,0.5,3462,0.04,0.481,0.441,0.4,0.934,0.6,0.4,DYNAMIC,-0.04,0.84,0.16,1.34,5146,2857,2393
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,11,104,01.09.2010 21:22:52 ,3293,20.89,20.48,0.41,0.6,3041,0.04,0.427,0.388,0.5,0.923,0.5,0.4,STABLE,0.18,1.02,0.08,1.42,3264,1465,450
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,12,104,01.09.2010 22:02:52 ,3407,20.89,20.46,0.43,0.6,3159,0.04,0.442,0.403,0.6,0.927,0.5,0.4,STABLE,0.22,1.24,0.3,1.72,1413,519,130
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,13,104,01.09.2010 22:42:52 ,2581,20.89,20.57,0.32,0.7,2327,0.04,0.336,0.297,0.6,0.901,0.4,0.4,STABLE,0.2,1.44,0.22,1.94,1547,709,286
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,14,104,01.09.2010 23:22:52 ,2379,20.89,20.59,0.3,0.7,2237,0.04,0.325,0.285,0.7,0.94,0.4,0.4,STABLE,0.1,1.54,0.18,2.12,944,312,74
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,15,104,02.09.2010 00:02:52 ,2472,20.89,20.58,0.31,0.8,2274,0.04,0.33,0.29,0.7,0.92,0.4,0.4,STABLE,0.21,1.75,0.24,2.36,926,308,52
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,16,104,02.09.2010 00:42:52 ,2996,20.89,20.51,0.38,0.8,2818,0.04,0.399,0.359,0.8,0.941,0.5,0.4,STABLE,0.08,1.83,0.02,2.38,475,182,28
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,17,104,02.09.2010 01:22:52 ,2172,20.89,20.62,0.27,0.9,2055,0.04,0.302,0.262,0.8,0.946,0.3,0.4,STABLE,0.08,1.91,0.14,2.52,1603,680,383
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,18,104,02.09.2010 02:02:52 ,2268,20.89,20.6,0.28,0.9,2099,0.04,0.308,0.267,0.9,0.925,0.3,0.4,STABLE,0.2,2.11,0.12,2.64,956,400,63
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,19,104,02.09.2010 02:42:52 ,3326,20.89,20.47,0.42,1,3205,0.041,0.449,0.408,0.9,0.964,0.5,0.4,DYNAMIC,0.14,2.25,0.28,2.92,1509,597,195
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,20,104,02.09.2010 03:22:52 ,2113,20.89,20.63,0.26,1.1,1870,0.041,0.279,0.238,1,0.885,0.3,0.4,STABLE,-0.03,2.22,0,2.92,506,77,2
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,21,104,02.09.2010 04:02:52 ,2474,20.89,20.58,0.31,1.1,2216,0.041,0.323,0.282,1,0.896,0.4,0.4,STABLE,0.03,2.25,0.02,2.94,284,54,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,22,104,02.09.2010 04:42:52 ,2339,20.89,20.6,0.29,1.1,1904,0.041,0.284,0.243,1,0.814,0.3,0.4,STABLE,-0.01,2.24,0,2.94,304,33,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,23,104,02.09.2010 05:22:52 ,3646,20.89,20.43,0.46,1.2,3298,0.041,0.462,0.42,1.1,0.905,0.5,0.4,DYNAMIC,0.29,2.53,0,2.94,1298,593,164
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,24,104,02.09.2010 06:02:52 ,2767,20.89,20.54,0.34,1.3,2465,0.041,0.356,0.314,1.2,0.891,0.4,0.4,STABLE,-0.01,2.52,0.2,3.14,635,251,82
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,25,104,02.09.2010 06:42:52 ,3417,20.89,20.46,0.43,1.3,3181,0.042,0.448,0.405,1.2,0.931,0.5,0.4,DYNAMIC,0.22,2.74,0.36,3.5,3647,1907,999
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,26,104,02.09.2010 07:22:52 ,2189,20.89,20.62,0.27,1.4,1852,0.042,0.279,0.236,1.3,0.846,0.3,0.4,STABLE,-0.02,2.72,0,3.5,300,35,5
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,27,104,02.09.2010 08:02:52 ,2290,20.89,20.6,0.28,1.4,2028,0.043,0.301,0.259,1.3,0.886,0.3,0.4,STABLE,0.12,2.84,0.06,3.56,1748,676,213
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,28,104,02.09.2010 08:42:52 ,2150,20.89,20.62,0.26,1.5,1771,0.042,0.268,0.226,1.3,0.824,0.3,0.4,STABLE,0,2.84,0.02,3.58,34,3,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,29,104,02.09.2010 09:22:52 ,3095,20.89,20.5,0.39,1.5,2957,0.041,0.418,0.377,1.4,0.955,0.5,0.4,STABLE,0.29,3.13,0,3.58,1337,565,128
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,30,104,02.09.2010 10:02:52 ,2112,20.89,20.63,0.26,1.6,1877,0.041,0.28,0.239,1.4,0.889,0.3,0.4,STABLE,0,3.13,0,3.58,310,58,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,31,104,02.09.2010 10:42:52 ,1983,20.89,20.64,0.25,1.6,1742,0.04,0.262,0.222,1.5,0.878,0.3,0.4,STABLE,0,3.13,0.02,3.6,190,90,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,32,104,02.09.2010 11:22:52 ,2161,20.89,20.62,0.27,1.7,1844,0.04,0.275,0.235,1.5,0.853,0.3,0.4,STABLE,0,3.13,0,3.6,290,50,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,33,104,02.09.2010 12:02:52 ,2361,20.89,20.6,0.29,1.7,1939,0.04,0.287,0.247,1.6,0.821,0.3,0.4,STABLE,0,3.13,0.02,3.62,237,63,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,34,104,02.09.2010 12:42:52 ,2193,20.89,20.61,0.28,1.8,2054,0.04,0.302,0.262,1.6,0.937,0.3,0.4,STABLE,0.2,3.33,0.18,3.8,1913,868,210
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,35,104,02.09.2010 13:22:52 ,2224,20.89,20.61,0.27,1.8,1888,0.04,0.281,0.241,1.6,0.849,0.3,0.4,STABLE,0,3.33,0,3.8,116,23,0
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,36,104,02.09.2010 14:02:52 ,2973,20.89,20.52,0.37,1.9,2614,0.04,0.373,0.333,1.7,0.879,0.4,0.4,STABLE,0.03,3.36,0.04,3.84,1243,551,187
RHO-2868,9-2R,01.09.2010 14:32:37,104,19.09.2019 09:12:57,19.09.2019 09:12:57,30.54,90,30,90,30,EVRYNN=4,STD_0,37,104,02.09.2010 14:42:52 ,2284,20.89,20.61,0.28,1.9,1861,0.04,0.277,0.237,1.7,0.815,0.3,0.4,STABLE,0,3.36,0,3.84,453,70,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,1,105,01.09.2010 14:46:52 ,2867,20.89,20.52,0.37,0,2356,0.04,0.355,0.314,0,0.822,0.4,0.4,STABLE,0,0,0,0,479,148,87
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,2,105,01.09.2010 15:26:52 ,2072,20.89,20.63,0.26,0.1,1588,0.04,0.252,0.212,0,0.767,0.3,0.4,STABLE,0,0,0,0,282,83,4
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,3,105,01.09.2010 16:06:52 ,2079,20.89,20.62,0.27,0.1,1640,0.039,0.258,0.219,0.1,0.789,0.3,0.4,STABLE,0,0,0,0,45,12,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,4,105,01.09.2010 16:46:52 ,3405,20.89,20.45,0.44,0.2,2787,0.039,0.411,0.372,0.1,0.819,0.5,0.4,STABLE,0.02,0.02,0,0,552,224,57
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,5,105,01.09.2010 17:26:52 ,1942,20.89,20.63,0.25,0.2,1777,0.039,0.276,0.237,0.2,0.915,0.3,0.4,STABLE,0.19,0.21,0,0,1457,555,149
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,6,105,01.09.2010 18:06:52 ,2926,20.89,20.51,0.38,0.3,2612,0.039,0.388,0.349,0.2,0.893,0.5,0.4,STABLE,0,0.21,0,0,221,39,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,7,105,01.09.2010 18:46:52 ,3148,20.89,20.48,0.41,0.3,2803,0.039,0.413,0.374,0.3,0.89,0.5,0.4,STABLE,0.07,0.28,0,0,835,246,10
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,8,105,01.09.2010 19:26:52 ,3817,20.89,20.39,0.5,0.4,3538,0.04,0.512,0.472,0.3,0.927,0.6,0.4,DYNAMIC,0.23,0.51,0,0,1708,611,375
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,9,105,01.09.2010 20:06:52 ,3241,20.89,20.46,0.43,0.5,2992,0.04,0.439,0.399,0.4,0.923,0.5,0.4,DYNAMIC,0.08,0.59,0.06,0.06,3886,2058,1947
