EarTag,LabID,Experiment Started,Group/Cage,O2 Calibration Date,CO2 Calibration Date,Subject Mass [g],Reference Settle Time [s],Reference Measure Time [s],Cage Settle Time [s],Cage Measure Time [s],Reference Method,Heat Calculation Method,INTERVAL [#],CHAN,DATE.TIME,VO2 [ml/kg/hr],O2IN [%],O2OUT [%],DO2,ACCO2 [l],VCO2 [ml/kg/hr],CO2IN [%],CO2OUT [%],DCO2,ACCCO2 [l],RER,HEAT [kcal/hr],FLOW [lpm],STATUS1,FEED1 [g],FEED1.ACC [g],DRINK1 [ml],DRINK1.ACC [ml],XTOT [counts],XAMB [counts],ZTOT [counts]
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,22,115,02.09.2010 05:10:52 ,2559,20.89,20.6,0.29,1.1,2335,0.042,0.311,0.27,1,0.913,0.3,0.4,STABLE,-0.01,2.18,0.18,1.3,1264,673,369
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,23,115,02.09.2010 05:50:52 ,3431,20.89,20.5,0.39,1.1,3214,0.041,0.413,0.371,1,0.937,0.5,0.4,DYNAMIC,-0.01,2.17,0.12,1.42,429,155,26
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,24,115,02.09.2010 06:30:52 ,2319,20.89,20.63,0.26,1.2,2093,0.042,0.284,0.242,1.1,0.902,0.3,0.4,STABLE,0.15,2.32,0.18,1.6,1053,468,299
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,25,115,02.09.2010 07:10:52 ,2368,20.89,20.62,0.27,1.2,2171,0.043,0.294,0.251,1.1,0.917,0.3,0.4,STABLE,0,2.32,0,1.6,130,31,4
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,26,115,02.09.2010 07:50:52 ,3266,20.89,20.52,0.37,1.3,2839,0.043,0.371,0.328,1.2,0.869,0.4,0.4,STABLE,0.01,2.33,0.02,1.62,906,223,48
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,27,115,02.09.2010 08:30:52 ,2277,20.89,20.64,0.25,1.3,1859,0.043,0.258,0.215,1.2,0.817,0.3,0.4,STABLE,0,2.33,0.1,1.72,377,63,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,28,115,02.09.2010 09:10:52 ,2195,20.89,20.64,0.24,1.4,1817,0.042,0.251,0.21,1.3,0.828,0.3,0.4,STABLE,0,2.33,0,1.72,430,111,3
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,29,115,02.09.2010 09:50:52 ,2314,20.89,20.63,0.26,1.4,1906,0.041,0.261,0.22,1.3,0.824,0.3,0.4,STABLE,0,2.33,0,1.72,100,21,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,30,115,02.09.2010 10:30:52 ,2285,20.89,20.64,0.25,1.5,1789,0.04,0.247,0.207,1.3,0.783,0.3,0.4,STABLE,0,2.33,0,1.72,153,26,6
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,31,115,02.09.2010 11:10:52 ,2499,20.89,20.61,0.28,1.5,1969,0.04,0.268,0.227,1.4,0.788,0.3,0.4,STABLE,0,2.33,0.04,1.76,850,202,9
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,32,115,02.09.2010 11:50:52 ,2121,20.89,20.66,0.23,1.5,1651,0.04,0.231,0.191,1.4,0.778,0.3,0.4,STABLE,0,2.33,0,1.76,69,15,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,33,115,02.09.2010 12:30:52 ,2546,20.89,20.61,0.28,1.6,2093,0.04,0.282,0.242,1.4,0.822,0.3,0.4,STABLE,0,2.33,0,1.76,323,62,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,34,115,02.09.2010 13:10:52 ,2263,20.89,20.64,0.25,1.6,1724,0.04,0.24,0.199,1.5,0.762,0.3,0.4,STABLE,0,2.33,0,1.76,692,200,15
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,35,115,02.09.2010 13:50:52 ,2452,20.89,20.62,0.27,1.7,1906,0.04,0.261,0.22,1.5,0.777,0.3,0.4,STABLE,0,2.33,0,1.76,136,30,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,36,115,02.09.2010 14:30:52 ,2311,20.89,20.63,0.25,1.7,1770,0.04,0.245,0.205,1.5,0.766,0.3,0.4,STABLE,0,2.33,0,1.76,531,84,0
RHO-2914,52-2L,01.09.2010 14:32:37,115,19.09.2019 09:12:57,19.09.2019 09:12:57,27.53,90,30,90,30,EVRYNN=4,STD_0,37,115,02.09.2010 15:10:52 ,2228,20.89,20.64,0.25,1.8,1787,0.04,0.247,0.206,1.6,0.802,0.3,0.4,STABLE,0,2.33,0,1.76,85,24,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,1,116,01.09.2010 15:12:52 ,-3008,20.89,20.9,-0.01,0,34,0.04,0.04,0,0,-0.011,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,2,116,01.09.2010 15:52:52 ,-2248,20.89,20.9,-0.01,0,-72,0.04,0.04,0,0,0.032,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,3,116,01.09.2010 16:32:52 ,-586,20.89,20.89,0,0,30,0.039,0.039,0,0,-0.05,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,4,116,01.09.2010 17:12:52 ,-561,20.89,20.89,0,0,-26,0.039,0.039,0,0,0.046,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,5,116,01.09.2010 17:52:52 ,-1904,20.89,20.9,-0.01,0,-51,0.04,0.039,0,0,0.027,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,6,116,01.09.2010 18:32:52 ,-1255,20.89,20.89,0,0,-36,0.039,0.039,0,0,0.029,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,7,116,01.09.2010 19:12:52 ,-258,20.89,20.89,0,0,7,0.039,0.039,0,0,-0.029,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,8,116,01.09.2010 19:52:52 ,-1943,20.89,20.9,-0.01,0,-21,0.04,0.04,0,0,0.011,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,9,116,01.09.2010 20:32:52 ,-2371,20.89,20.9,-0.01,0,20,0.04,0.04,0,0,-0.009,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,10,116,01.09.2010 21:12:52 ,-321,20.89,20.89,0,0,58,0.04,0.04,0,0,-0.181,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,11,116,01.09.2010 21:52:52 ,-3265,20.89,20.9,-0.01,0,-35,0.04,0.04,0,0,0.011,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,12,116,01.09.2010 22:32:52 ,-1170,20.89,20.89,0,0,-36,0.04,0.04,0,0,0.031,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,13,116,01.09.2010 23:12:52 ,-2326,20.89,20.9,-0.01,0,-58,0.04,0.04,0,0,0.025,0,0.4,STABLE,0,0,0,0,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,14,116,01.09.2010 23:52:52 ,-1103,20.89,20.89,0,0,-8,0.041,0.041,0,0,0.007,0,0.4,STABLE,0,0,0.04,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,15,116,02.09.2010 00:32:52 ,-1761,20.89,20.89,-0.01,0,-7,0.041,0.041,0,0,0.004,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,16,116,02.09.2010 01:12:52 ,-1159,20.89,20.89,0,0,5,0.041,0.041,0,0,-0.004,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,17,116,02.09.2010 01:52:52 ,-1592,20.89,20.89,-0.01,0,-32,0.041,0.041,0,0,0.02,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,18,116,02.09.2010 02:32:52 ,-788,20.89,20.89,0,0,-18,0.041,0.041,0,0,0.023,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,19,116,02.09.2010 03:12:52 ,-286,20.89,20.89,0,0,-2,0.041,0.041,0,0,0.008,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,20,116,02.09.2010 03:52:52 ,-2593,20.89,20.9,-0.01,0,-50,0.041,0.041,0,0,0.019,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,21,116,02.09.2010 04:32:52 ,-412,20.89,20.89,0,0,51,0.041,0.042,0,0,-0.125,0,0.4,STABLE,0,0,0,0.04,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,22,116,02.09.2010 05:12:52 ,-1544,20.89,20.89,-0.01,0,14,0.042,0.042,0,0,-0.009,0,0.4,STABLE,0,0,0.04,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,23,116,02.09.2010 05:52:52 ,-886,20.89,20.89,0,0,79,0.041,0.042,0,0,-0.09,0,0.4,STABLE,0,0,0,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,24,116,02.09.2010 06:32:52 ,-1432,20.89,20.89,0,0,103,0.042,0.042,0,0,-0.072,0,0.4,STABLE,0,0,0,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,25,116,02.09.2010 07:12:52 ,-3140,20.89,20.9,-0.01,0,9,0.043,0.043,0,0,-0.003,0,0.4,STABLE,0,0,0,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,26,116,02.09.2010 07:52:52 ,-1085,20.89,20.89,0,0,13,0.043,0.043,0,0,-0.012,0,0.4,STABLE,0,0,0,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,27,116,02.09.2010 08:32:52 ,-2136,20.89,20.9,-0.01,0,-58,0.043,0.042,0,0,0.027,0,0.4,STABLE,0,0,0,0.08,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,28,116,02.09.2010 09:12:52 ,-987,20.89,20.89,0,0,-22,0.042,0.041,0,0,0.022,0,0.4,STABLE,0,0,0.04,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,29,116,02.09.2010 09:52:52 ,-1933,20.89,20.9,-0.01,0,-48,0.041,0.041,0,0,0.025,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,30,116,02.09.2010 10:32:52 ,-2940,20.89,20.9,-0.01,0,-25,0.04,0.04,0,0,0.008,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,31,116,02.09.2010 11:12:52 ,-908,20.89,20.89,0,0,-19,0.04,0.04,0,0,0.021,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,32,116,02.09.2010 11:52:52 ,-1742,20.89,20.89,-0.01,0,-10,0.04,0.04,0,0,0.006,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,33,116,02.09.2010 12:32:52 ,-1066,20.89,20.89,0,0,44,0.04,0.04,0,0,-0.042,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,34,116,02.09.2010 13:12:52 ,-1042,20.89,20.89,0,0,-37,0.04,0.04,0,0,0.036,0,0.4,STABLE,0,0,0,0.12,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,35,116,02.09.2010 13:52:52 ,-1556,20.89,20.89,-0.01,0,-6,0.04,0.04,0,0,0.004,0,0.4,STABLE,0,0,0.04,0.16,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,36,116,02.09.2010 14:32:52 ,-1716,20.89,20.89,-0.01,0,-14,0.04,0.04,0,0,0.008,0,0.4,STABLE,0,0,0,0.16,0,0,0
EMPTY,EMPTY,01.09.2010 14:32:37,116,19.09.2019 09:12:57,19.09.2019 09:12:57,1,90,30,90,30,EVRYNN=4,STD_0,37,116,02.09.2010 15:12:52 ,-3736,20.89,20.9,-0.01,0,256,0.04,0.041,0.001,0,-0.069,0,0.4,STABLE,0,0,0,0.16,0,0,0
