"X","Subject.ID","Total.Mass","Lean.Mass","Fat.Mass","Time.of.Day","Group","Hourly.Food.Intake","Hourly.Water.Intake","Cumulative.Food.Intake","Cumulative.Water.Intake","Oxygen.Consumption","Carbon.Dioxide.Production","Energy.Expenditure","Respiratory.Exchange.Ratio","Locomotor.Activity","Ambulatory.Activity","Pedestrian.Locomotion","Total.Distance..includes.fine.movement.","Energy.Balance","Acclimated"
124,"V7",20.015,14.1576,1.52009,"Dark","Vanderbilt",0.397519289,0.138003923,22.5720553,9.857669,78.8335028,74.99946664,0.393632244,0.941730298,0.199011743,NA,0.905712731,1.099337269,0.003887045,TRUE
125,"V7",20.015,14.1576,1.52009,"Full day","Vanderbilt",0.272303352,0.096489271,23.14578492,10.25661,71.17412706,65.42136332,0.352853261,0.907176546,0.122773794,NA,0.530766239,0.652242308,-0.080549909,TRUE
126,"V7",20.015,14.1576,1.52009,"Light","Vanderbilt",0.166142014,0.061292065,23.14578492,10.25661,64.60894786,57.21156048,0.317899847,0.877559044,0.057426981,NA,0.209383532,0.269018056,-0.151757832,TRUE
127,"V8",18.77,13.3126,1.66873,"Full day","Vanderbilt",0.312668438,0.098074235,26.57681724,10.59433,69.50497906,62.18316429,0.342693702,0.884919544,0.184321842,NA,0.834555876,1.013195406,-0.030025264,TRUE
128,"V8",18.77,13.3126,1.66873,"Dark","Vanderbilt",0.512392272,0.129415795,25.70524604,10.08155,77.60905597,71.17407468,0.384575817,0.907661887,0.272876539,NA,1.438215741,1.689804861,0.127816455,TRUE
129,"V8",18.77,13.3126,1.66873,"Light","Vanderbilt",0.143337362,0.071502043,26.57681724,10.59433,62.55862742,54.47666968,0.306794747,0.865426108,0.108417816,NA,0.317133135,0.433244444,-0.163457385,TRUE
130,"V9",19.48,14.3678,1.043034,"Full day","Vanderbilt",0.343816538,0.080326012,29.22440576,7.935133,70.11272663,62.88379339,0.345863729,0.884332639,0.035204167,NA,0.191952169,0.237609744,-0.002047191,TRUE
131,"V9",19.48,14.3678,1.043034,"Light","Vanderbilt",0.112510958,0.039723435,29.22440576,7.935133,64.981953,55.25250562,0.317203146,0.845108611,0.027949423,NA,0.09517869,0.129459722,-0.204692187,TRUE
132,"V9",19.48,14.3678,1.043034,"Dark","Vanderbilt",0.616638505,0.128216231,29.22440576,7.642015,76.09862921,71.78696245,0.379301076,0.930094006,0.043668036,NA,0.30485456,0.363784769,0.237337428,TRUE
133,"Y1",20.05,14.90785,1.604605,"Full day","Yale",0.703271795,0,54.7788,NA,83.73804615,81.37966154,0.420017546,0.972114638,0.111355622,200.2615385,NA,NA,0.283254249,TRUE
134,"Y1",20.05,14.90785,1.604605,"Dark","Yale",0.815621622,0,52.334,NA,90.21669593,88.79032195,0.453746095,0.984538694,0.168516295,316.2439024,NA,NA,0.361875527,TRUE
135,"Y1",20.05,14.90785,1.604605,"Light","Yale",0.601882927,0,54.7788,NA,77.92144818,74.72629489,0.389735709,0.960960193,0.060036187,96.13138686,NA,NA,0.212147217,TRUE
136,"Y10",20.8,15.36125,1.91354,"Dark","Yale",0.752643243,0,45.1906,NA,86.62353629,85.83457097,0.436316392,0.992059486,0.139677693,214.7822581,NA,NA,0.316326851,TRUE
137,"Y10",20.8,15.36125,1.91354,"Full day","Yale",0.613158974,0,47.5208,NA,79.03951269,77.19257692,0.39686971,0.975895958,0.092309869,130.6423077,NA,NA,0.216289265,TRUE
138,"Y10",20.8,15.36125,1.91354,"Light","Yale",0.487282927,0,47.5208,NA,72.12466765,69.31311176,0.360903617,0.961158623,0.049121559,53.92647059,NA,NA,0.12637931,TRUE
139,"Y11",19.5,14.6509,1.473765,"Light","Yale",0.491009756,0,67.805,NA,79.96785588,71.17631912,0.393874329,0.890108036,0.082474034,131.6617647,NA,NA,0.097135427,TRUE
140,"Y11",19.5,14.6509,1.473765,"Dark","Yale",1.297767568,0,65.6276,NA,94.27761452,88.63238548,0.469575497,0.941540957,0.252861602,472.8467742,NA,NA,0.82819207,TRUE
141,"Y11",19.5,14.6509,1.473765,"Full day","Yale",0.873702564,0,67.805,NA,86.79251,79.50152,0.429977963,0.914637583,0.163735797,294.3807692,NA,NA,0.443724601,TRUE
142,"Y12",19.1,14.6819,1.096827,"Dark","Yale",0.812524324,0,50.233,NA,90.64141452,86.81892823,0.453239549,0.958026467,0.258349764,473.7016129,NA,NA,0.359284775,TRUE
143,"Y12",19.1,14.6819,1.096827,"Light","Yale",0.572068293,0,53.098,NA,79.04195294,69.61735368,0.38850113,0.879724211,0.103602816,160.9779412,NA,NA,0.183567163,TRUE
144,"Y12",19.1,14.6819,1.096827,"Full day","Yale",0.686130769,0,53.098,NA,84.57400385,77.82118154,0.419376376,0.917068364,0.177405207,310.1230769,NA,NA,0.266754393,TRUE
145,"Y13",18.35,13.9532,1.17415,"Dark","Yale",0.753675676,0,43.2424,NA,93.91277097,89.27079032,0.468843725,0.949802723,0.20598974,357.9193548,NA,NA,0.284831951,TRUE
146,"Y13",18.35,13.9532,1.17415,"Full day","Yale",0.572510256,0,44.6176,NA,87.64146731,79.59929615,0.433431844,0.904108205,0.130983632,217.1961538,NA,NA,0.139078412,TRUE
147,"Y13",18.35,13.9532,1.17415,"Light","Yale",0.409019512,0,44.6176,NA,81.92351397,70.78116912,0.401144542,0.862445556,0.062595709,88.88970588,NA,NA,0.007874971,TRUE
148,"Y14",20.55,15.2508,1.825665,"Dark","Yale",0.783616216,0,49.3544,NA,102.7499919,98.67117073,0.514068032,0.9591474,0.335702882,672.7317073,NA,NA,0.269548184,TRUE
149,"Y14",20.55,15.2508,1.825665,"Light","Yale",0.573931707,0,52.525,NA,87.48473723,82.46624088,0.435985011,0.942467624,0.081264794,126.7591241,NA,NA,0.137946696,TRUE
150,"Y14",20.55,15.2508,1.825665,"Full day","Yale",0.673397436,0,52.525,NA,94.70637692,90.13241923,0.472924287,0.950358441,0.201633581,385.0461538,NA,NA,0.200473149,TRUE
151,"Y15",20,14.911,1.475415,"Full day","Yale",0.654297436,0,50.5768,NA,90.30825269,83.30736808,0.448042771,0.920738905,0.182828349,320.0692308,NA,NA,0.206254665,TRUE
152,"Y15",20,14.911,1.475415,"Dark","Yale",0.824913514,0,48.0938,NA,97.08716341,92.29135528,0.484694749,0.951164332,0.286685439,536.1219512,NA,NA,0.340218765,TRUE
153,"Y15",20,14.911,1.475415,"Light","Yale",0.500326829,0,50.5768,NA,84.22207737,75.24145255,0.41513625,0.893422646,0.089584392,126.0948905,NA,NA,0.085190579,TRUE
154,"Y16",19.5,14.49355,1.669435,"Full day","Yale",0.814933333,0,63.4502,NA,80.57148,75.52182115,0.401059338,0.937294802,0.147244352,248.8384615,NA,NA,0.413873996,TRUE
155,"Y16",19.5,14.49355,1.669435,"Light","Yale",0.707165854,0,63.4502,NA,76.24994964,70.70944234,0.378705694,0.928832905,0.082035203,124.9124088,NA,NA,0.328460159,TRUE
156,"Y16",19.5,14.49355,1.669435,"Dark","Yale",0.934351351,0,58.9808,NA,85.38489187,80.88195041,0.425957298,0.946719841,0.219875679,386.8699187,NA,NA,0.508394053,TRUE
157,"Y2",19.65,14.73265,1.5480065,"Light","Yale",0.566478049,0,53.9002,NA,74.04477372,70.79414745,0.370108779,0.956986488,0.074614072,135.3211679,NA,NA,0.19636927,TRUE
158,"Y2",19.65,14.73265,1.5480065,"Dark","Yale",0.834205405,0,51.1116,NA,86.57873171,88.44933659,0.439031746,1.023414005,0.187548599,360.2195122,NA,NA,0.39517366,TRUE
159,"Y2",19.65,14.73265,1.5480065,"Full day","Yale",0.693476923,0,53.9002,NA,79.9743,79.14641,0.402714644,0.988411813,0.128040791,241.7153846,NA,NA,0.290762279,TRUE
160,"Y3",18.85,14.1859,1.53337,"Dark","Yale",0.856918919,0,46.7186,NA,77.57255935,78.62721301,0.392675148,1.015120624,0.216553711,409.7886179,NA,NA,0.464243771,TRUE
161,"Y3",18.85,14.1859,1.53337,"Light","Yale",0.445356098,0,49.9274,NA,67.81269489,62.8488,0.336760601,0.927144797,0.067990202,105.0729927,NA,NA,0.108595497,TRUE
162,"Y3",18.85,14.1859,1.53337,"Full day","Yale",0.640584615,0,49.9274,NA,72.42986154,70.31320308,0.363212483,0.96876413,0.138272169,249.2269231,NA,NA,0.277372133,TRUE
163,"Y4",18.8,14.23335,1.458135,"Full day","Yale",0.282582051,0,22.4998,NA,75.01945385,72.34800115,0.375668558,0.962689955,0.15920835,315.9615385,NA,NA,-0.093086506,TRUE
164,"Y4",18.8,14.23335,1.458135,"Dark","Yale",0.578162162,0,20.7426,NA,80.21686504,80.05750813,0.404678268,1.000442259,0.238825164,489.8130081,NA,NA,0.173483894,TRUE
165,"Y4",18.8,14.23335,1.458135,"Light","Yale",0.015839024,0,22.4998,NA,70.35316496,65.42632701,0.349623343,0.928795551,0.08772756,159.8759124,NA,NA,-0.333784319,TRUE
166,"Y5",19.05,14.1533,1.701465,"Dark","Yale",0.896151351,0,48.0556,NA,78.21716341,80.36764146,0.39714045,1.032576293,0.295830055,655.3739837,NA,NA,0.499010902,TRUE
167,"Y5",19.05,14.1533,1.701465,"Light","Yale",0.432312195,0,50.3858,NA,68.56476131,64.92695912,0.34202294,0.948019945,0.081843117,137.3941606,NA,NA,0.090289255,TRUE
168,"Y5",19.05,14.1533,1.701465,"Full day","Yale",0.652338462,0,50.3858,NA,73.13109,72.23158962,0.368097762,0.988021602,0.183075399,382.4384615,NA,NA,0.2842407,TRUE
169,"Y6",19.2,14.3286,1.680655,"Full day","Yale",0.590630769,0,46.0692,NA,76.71177,73.70076308,0.383834131,0.959232632,0.150251404,302.5576923,NA,NA,0.206796638,TRUE
170,"Y6",19.2,14.3286,1.680655,"Dark","Yale",0.804264865,0,44.7322,NA,82.27362602,81.54889106,0.414433437,0.992646564,0.243007532,514.4796748,NA,NA,0.389831428,TRUE
171,"Y6",19.2,14.3286,1.680655,"Light","Yale",0.397839024,0,46.0692,NA,71.71827883,66.65463358,0.356361762,0.929233263,0.066974004,112.2919708,NA,NA,0.041477262,TRUE
172,"Y7",19.6,14.7355,1.062317,"Full day","Yale",0.531371795,0,41.1796,NA,81.605775,74.06955,0.403529283,0.901973488,0.148787602,303.9346154,NA,NA,0.127842511,TRUE
173,"Y7",19.6,14.7355,1.062317,"Light","Yale",0.419268293,0,41.1796,NA,76.53294526,69.32862044,0.378293792,0.899895161,0.081101624,151.0437956,NA,NA,0.040974501,TRUE
174,"Y7",19.6,14.7355,1.062317,"Dark","Yale",0.655594595,0,40.9886,NA,87.256,79.35009756,0.431637107,0.904288374,0.224177675,474.2276423,NA,NA,0.223957487,TRUE
175,"Y8",19.6,14.35105,1.640567,"Full day","Yale",0.663602564,0,51.7228,NA,74.23169769,72.16239,0.372358724,0.968523695,0.136186931,253.3923077,NA,NA,0.29124384,TRUE
176,"Y8",19.6,14.35105,1.640567,"Dark","Yale",0.900281081,0,49.7746,NA,80.36348293,81.36953659,0.406707193,1.013457449,0.205909147,400.9837398,NA,NA,0.493573888,TRUE
177,"Y8",19.6,14.35105,1.640567,"Light","Yale",0.450014634,0,51.7228,NA,68.72651825,63.89611971,0.341520318,0.928181711,0.073589613,120.8832117,NA,NA,0.108494317,TRUE
178,"Y9",20.85,15.37325,1.865015,"Full day","Yale",0.652338462,0,50.8824,NA,82.28688077,79.57178077,0.412298984,0.966408306,0.157561708,254.15,NA,NA,0.240039478,TRUE
179,"Y9",20.85,15.37325,1.865015,"Light","Yale",0.527346341,0,50.8824,NA,75.95166176,71.93916912,0.378890212,0.948285651,0.079309398,114.8676471,NA,NA,0.14845613,TRUE
180,"Y9",20.85,15.37325,1.865015,"Dark","Yale",0.790843243,0,47.4826,NA,89.23518548,87.94303226,0.448940863,0.986284766,0.243386823,406.9112903,NA,NA,0.34190238,TRUE
1,"D1",22.59,17.82,2.85,"Full day","UC Davis",0.870557895,0,16.1586,NA,101.9237663,100.8442802,0.513215338,0.988745139,0.194076442,468.578125,NA,NA,0.357342557,FALSE
2,"D1",22.59,17.82,2.85,"Dark","UC Davis",0.8595,0,15.1272,NA,107.1657305,106.1263635,0.539715913,0.988846995,0.249102285,631.975,NA,NA,0.319784088,FALSE
3,"D1",22.59,17.82,2.85,"Light","UC Davis",0.889514286,0,16.1586,NA,93.18715917,92.04080792,0.469047713,0.988575379,0.102366703,196.25,NA,NA,0.420466573,FALSE
4,"D10",19.44,15.3,2.54,"Full day","UC Davis",0.583052632,0,11.1162,NA,90.79206571,85.58302048,0.452466337,0.941779875,0.199174396,440.8095238,NA,NA,0.130586295,FALSE
5,"D10",19.44,15.3,2.54,"Dark","UC Davis",0.6685,0,10.4668,NA,97.047482,93.03494075,0.485360745,0.960984695,0.261844396,616.85,NA,NA,0.183139255,FALSE
6,"D10",19.44,15.3,2.54,"Light","UC Davis",0.436571429,0,11.1162,NA,79.91308087,72.62315913,0.39525867,0.908380187,0.090183091,134.6521739,NA,NA,0.041312759,FALSE
7,"D11",22.2,17.42,2.74,"Dark","UC Davis",0.748083333,0,13.4082,NA,104.2183105,104.826708,0.526662685,1.006699265,0.239287269,579.75,NA,NA,0.221420648,FALSE
8,"D11",22.2,17.42,2.74,"Light","UC Davis",0.8022,0,14.5924,NA,89.01861826,86.87667913,0.446907983,0.977319791,0.101641671,154,NA,NA,0.355292017,FALSE
9,"D11",22.2,17.42,2.74,"Full day","UC Davis",0.768021053,0,14.5924,NA,98.66921651,98.27352286,0.497545889,0.995973425,0.189035701,424.3174603,NA,NA,0.270475164,FALSE
10,"D12",20.96,16.2,2.77,"Full day","UC Davis",0.820294737,0,14.9362,NA,99.51317778,99.90822222,0.502679935,1.003463629,0.212138798,558.7142857,NA,NA,0.317614802,FALSE
11,"D12",20.96,16.2,2.77,"Dark","UC Davis",0.939083333,0,14.3632,NA,105.61075,106.4699475,0.533967735,1.007940163,0.263269859,734.05,NA,NA,0.405115598,FALSE
12,"D12",20.96,16.2,2.77,"Light","UC Davis",0.616657143,0,14.9362,NA,88.90870435,88.49652609,0.44826637,0.995678352,0.123215215,253.7826087,NA,NA,0.168390773,FALSE
13,"D13",21.01,16.03,3.07,"Full day","UC Davis",0.480515789,0,8.977,NA,84.59027047,76.33227844,0.417793753,0.898539344,0.188931583,440.71875,NA,NA,0.062722036,FALSE
14,"D13",21.01,16.03,3.07,"Light","UC Davis",0.545714286,0,8.977,NA,79.52564792,73.63336417,0.394849088,0.921128308,0.099156692,136.3333333,NA,NA,0.150865198,FALSE
15,"D13",21.01,16.03,3.07,"Dark","UC Davis",0.442483333,0,8.6332,NA,87.629044,77.951627,0.431560553,0.884985965,0.242796518,623.35,NA,NA,0.010922781,FALSE
16,"D14",21.17,16.25,2.98,"Dark","UC Davis",0.764,0,13.4082,NA,105.2475353,103.9736965,0.529775455,0.986406823,0.179167573,408.45,NA,NA,0.234224545,FALSE
17,"D14",21.17,16.25,2.98,"Full day","UC Davis",0.741884211,0,14.134,NA,102.2950673,99.81797906,0.513543553,0.973700528,0.155974565,338.53125,NA,NA,0.228340657,FALSE
18,"D14",21.17,16.25,2.98,"Light","UC Davis",0.703971429,0,14.134,NA,97.3742875,92.89178333,0.486490383,0.952523371,0.11731955,222,NA,NA,0.217481045,FALSE
19,"D15",20.09,15.43,2.63,"Full day","UC Davis",0.601147368,0,11.0398,NA,101.6512344,95.69626063,0.506447583,0.937714972,0.1875034,467.796875,NA,NA,0.094699786,FALSE
20,"D15",20.09,15.43,2.63,"Dark","UC Davis",0.557083333,0,10.6578,NA,105.0982165,98.6399905,0.523287903,0.934573568,0.230429815,585.575,NA,NA,0.033795431,FALSE
21,"D15",20.09,15.43,2.63,"Light","UC Davis",0.676685714,0,11.0398,NA,95.90626417,90.79004417,0.478380383,0.942950646,0.115959376,271.5,NA,NA,0.198305331,FALSE
22,"D16",21.25,16.42,2.77,"Dark","UC Davis",0.767183333,0,12.4914,NA,105.5505188,102.199925,0.529007708,0.966884805,0.189417845,444.4,NA,NA,0.238175626,FALSE
23,"D16",21.25,16.42,2.77,"Light","UC Davis",0.633028571,0,13.4464,NA,96.80563696,89.48004348,0.480475961,0.923811339,0.117840753,262.173913,NA,NA,0.152552611,FALSE
24,"D16",21.25,16.42,2.77,"Full day","UC Davis",0.717757895,0,13.4464,NA,102.3579429,97.55615873,0.511289768,0.951159571,0.163286526,377.8730159,NA,NA,0.206468126,FALSE
25,"D17",20.43,16,2.35,"Full day","UC Davis",0.613210526,0,11.4218,NA,97.30138952,94.15551222,0.487600768,0.96626537,0.143330397,277.4761905,NA,NA,0.125609758,FALSE
26,"D17",20.43,16,2.35,"Dark","UC Davis",0.608016667,0,10.7724,NA,101.6917465,98.85652225,0.510102483,0.971287238,0.174733406,354.825,NA,NA,0.097914184,FALSE
27,"D17",20.43,16,2.35,"Light","UC Davis",0.622114286,0,11.4218,NA,89.66598609,85.97984261,0.448467352,0.957531687,0.088716469,142.9565217,NA,NA,0.173646934,FALSE
28,"D2",23.44,18.03,3.59,"Full day","UC Davis",0.798178947,0,14.6688,NA,93.40579313,94.30009531,0.47240813,1.010754316,0.133973749,266.390625,NA,NA,0.325770818,FALSE
29,"D2",23.44,18.03,3.59,"Light","UC Davis",0.911342857,0,14.6688,NA,85.27408417,85.77877958,0.430936508,1.009065821,0.092682263,159.0833333,NA,NA,0.480406349,FALSE
30,"D2",23.44,18.03,3.59,"Dark","UC Davis",0.732166667,0,14.325,NA,98.2848185,99.41288475,0.497291103,1.011767413,0.15874864,330.775,NA,NA,0.234875564,FALSE
31,"D3",23.81,18.51,2.64,"Full day","UC Davis",0.794157895,0,15.0126,NA,103.9100727,102.1569039,0.522495119,0.982312953,0.251108542,694.859375,NA,NA,0.271662776,FALSE
32,"D3",23.81,18.51,2.64,"Dark","UC Davis",0.8213,0,14.3632,NA,108.73825,107.2774788,0.547186323,0.985970473,0.32273123,926.775,NA,NA,0.274113678,FALSE
33,"D3",23.81,18.51,2.64,"Light","UC Davis",0.747628571,0,15.0126,NA,95.86311042,93.6226125,0.481343113,0.976217088,0.131737396,308.3333333,NA,NA,0.266285459,FALSE
34,"D4",21.69,16.85,2.63,"Light","UC Davis",0.736714286,0,13.2172,NA,84.4017387,82.66998696,0.42406027,0.978408417,0.114093769,195.3913043,NA,NA,0.312654016,FALSE
35,"D4",21.69,16.85,2.63,"Dark","UC Davis",0.674866667,0,12.8352,NA,102.1646128,99.932221,0.513155778,0.978283995,0.308242655,839.4,NA,NA,0.161710889,FALSE
36,"D4",21.69,16.85,2.63,"Full day","UC Davis",0.697652632,0,13.2172,NA,95.67975397,93.63013556,0.480628846,0.978329419,0.237362903,604.2857143,NA,NA,0.217023786,FALSE
37,"D5",22.36,17.45,2.54,"Dark","UC Davis",0.7258,0,14.325,NA,114.93904,111.8420505,0.61691959,0.972616371,0.292121872,807.55,NA,NA,0.10888041,FALSE
38,"D5",22.36,17.45,2.54,"Light","UC Davis",0.944085714,0,14.898,NA,102.5123122,101.5387817,0.522356445,0.999136335,0.095718408,182.3478261,NA,NA,0.421729269,FALSE
39,"D5",22.36,17.45,2.54,"Full day","UC Davis",0.806221053,0,14.898,NA,110.4022981,108.0805397,0.570791227,0.985552939,0.22041902,579.3015873,NA,NA,0.235429826,FALSE
40,"D7",22.36,17.22,2.78,"Dark","UC Davis",0.84995,0,15.8148,NA,104.4698568,106.1186183,NA,NA,0.28031012,778.625,NA,NA,NA,FALSE
41,"D7",22.36,17.22,2.78,"Light","UC Davis",0.955,0,16.426,NA,96.37512522,96.92543739,NA,NA,0.101811988,201.6086957,NA,NA,NA,FALSE
42,"D7",22.36,17.22,2.78,"Full day","UC Davis",0.888652632,0,16.426,NA,101.5146373,102.7623776,NA,NA,0.215144135,567.968254,NA,NA,NA,FALSE
43,"D8",21.15,16.6,2.31,"Light","UC Davis",0.780371429,0,15.3564,NA,95.38722348,95.60508,NA,NA,0.070747977,111.9565217,NA,NA,NA,FALSE
44,"D8",21.15,16.6,2.31,"Full day","UC Davis",0.820294737,0,15.3564,NA,103.7064921,102.9818444,NA,NA,0.146587906,321.7301587,NA,NA,NA,FALSE
45,"D8",21.15,16.6,2.31,"Dark","UC Davis",0.843583333,0,14.707,NA,108.4900715,107.223484,NA,NA,0.190195865,442.35,NA,NA,NA,FALSE
46,"D9",23.2,18.03,2.98,"Dark","UC Davis",0.63985,0,13.5992,NA,116.75394,112.49064,NA,NA,0.22921654,594.875,NA,NA,NA,FALSE
47,"D9",23.2,18.03,2.98,"Light","UC Davis",0.965914286,0,13.9812,NA,103.4038957,102.0290087,NA,NA,0.08044661,163.3043478,NA,NA,NA,FALSE
48,"D9",23.2,18.03,2.98,"Full day","UC Davis",0.759978947,0,13.9812,NA,111.8801143,108.6713143,NA,NA,0.174903708,437.3174603,NA,NA,NA,FALSE
49,"M1",17.45,15.81,0.805,"Dark","Umass",0.69715,0,10.4286,NA,87.58333333,87.75,0.442217417,0.995856233,0.302783403,6042.166667,NA,NA,0.254932583,FALSE
50,"M1",17.45,15.81,0.805,"Light","Umass",0.294685714,0,2.0628,NA,83.85714286,70.28571429,0.408217,0.837095457,0.174853038,3345.714286,NA,NA,-0.113531286,FALSE
51,"M1",17.45,15.81,0.805,"Full day","Umass",0.548873684,0,10.4286,NA,86.21052632,81.31578947,0.429690947,0.93736542,0.255651163,5048.736842,NA,NA,0.119182737,FALSE
52,"M10",19,17,1.02,"Light","Umass",0.251028571,0,1.7572,NA,87.71428571,77.28571429,0.43116,0.876576741,0.15768158,2921.714286,NA,NA,-0.180131429,FALSE
53,"M10",19,17,1.02,"Full day","Umass",0.679557895,0,12.9116,NA,95.52631579,95.68421053,0.482295947,0.993787525,0.268478766,5149.631579,NA,NA,0.197261947,FALSE
54,"M10",19,17,1.02,"Dark","Umass",0.929533333,0,12.9116,NA,100.0833333,106.4166667,0.51212525,1.062160483,0.333110457,6449.25,NA,NA,0.417408083,FALSE
55,"M11",20.6,18.755,1.17,"Full day","Umass",0.623263158,0,11.842,NA,100.4210526,95.36842105,0.501236842,0.935841119,0.227693465,4363.842105,NA,NA,0.122026316,FALSE
56,"M11",20.6,18.755,1.17,"Light","Umass",0.016371429,0,0.1146,NA,85.85714286,66.57142857,0.411991,0.774673035,0.038660342,584.5714286,NA,NA,-0.395619571,FALSE
57,"M11",20.6,18.755,1.17,"Dark","Umass",0.977283333,0,11.842,NA,108.9166667,112.1666667,0.553296917,1.029855835,0.337962786,6568.416667,NA,NA,0.423986417,FALSE
58,"M12",19.45,17.745,0.995,"Full day","Umass",0.575010526,0,10.9252,NA,90.26315789,86.89473684,0.451832684,0.952820644,0.176348869,3325.947368,NA,NA,0.123177842,FALSE
59,"M12",19.45,17.745,0.995,"Dark","Umass",0.824483333,0,10.9252,NA,96.91666667,99.5,0.491995583,1.025804143,0.239336976,4617,NA,NA,0.33248775,FALSE
60,"M12",19.45,17.745,0.995,"Light","Umass",0.147342857,0,1.0314,NA,78.85714286,65.28571429,0.382982,0.827706076,0.068369257,1112.714286,NA,NA,-0.235639143,FALSE
61,"M13",16.7,15.385,0.755,"Full day","Umass",0.440305263,0,8.3658,NA,90.10526316,84.63157895,0.448707368,0.929310443,0.273920292,5358.736842,NA,NA,-0.008402105,FALSE
62,"M13",16.7,15.385,0.755,"Dark","Umass",0.579366667,0,8.3658,NA,94.41666667,92.66666667,0.474585417,0.975237924,0.345616984,6828.083333,NA,NA,0.10478125,FALSE
63,"M13",16.7,15.385,0.755,"Light","Umass",0.201914286,0,1.4134,NA,82.71428571,70.85714286,0.404345,0.850577618,0.151011675,2839.857143,NA,NA,-0.202430714,FALSE
64,"M2",20.2,18.16,1.255,"Light","Umass",0.452942857,0,3.1706,NA,94.57142857,85.14285714,0.466874,0.896163252,0.217798058,4224.142857,NA,NA,-0.013931143,FALSE
65,"M2",20.2,18.16,1.255,"Full day","Umass",0.564957895,0,10.7342,NA,97.42105263,92.42105263,0.486154053,0.941671367,0.236095052,4591.315789,NA,NA,0.078803842,FALSE
66,"M2",20.2,18.16,1.255,"Dark","Umass",0.6303,0,10.7342,NA,99.08333333,96.66666667,0.49740075,0.968217767,0.246768298,4805.5,NA,NA,0.13289925,FALSE
67,"M3",19.25,17.315,1.24,"Dark","Umass",1.075966667,0,15.1272,NA,101.0833333,106.9166667,0.51661925,1.057716439,0.212330773,3990.333333,NA,NA,0.559347417,FALSE
68,"M3",19.25,17.315,1.24,"Full day","Umass",0.796168421,0,15.1272,NA,97.68421053,96.73684211,0.491964421,0.984857732,0.173197771,3208.736842,NA,NA,0.304204,FALSE
69,"M3",19.25,17.315,1.24,"Light","Umass",0.316514286,0,2.2156,NA,91.85714286,79.28571429,0.449699,0.859957093,0.106112624,1868.857143,NA,NA,-0.133184714,FALSE
70,"M4",18.9,16.805,1.27,"Light","Umass",0.163714286,0,1.146,NA,87.57142857,75.14285714,0.428227,0.852610945,0.145095,2739.285714,NA,NA,-0.264512714,FALSE
71,"M4",18.9,16.805,1.27,"Full day","Umass",0.494589474,0,9.3972,NA,94.26315789,89.15789474,0.470099737,0.936590224,0.315982521,6315.157895,NA,NA,0.024489737,FALSE
72,"M4",18.9,16.805,1.27,"Dark","Umass",0.6876,0,9.3972,NA,98.16666667,97.33333333,0.4945255,0.985578137,0.415666909,8401.083333,NA,NA,0.1930745,FALSE
73,"M5",20.15,18.14,1.025,"Light","Umass",0.103685714,0,0.7258,NA,90.28571429,74.71428571,0.43845,0.823940514,0.122023241,2257.428571,NA,NA,-0.334764286,FALSE
74,"M5",20.15,18.14,1.025,"Dark","Umass",0.8977,0,11.4982,NA,100.9166667,101.5,0.509971583,1.000284456,0.331346553,6530.75,NA,NA,0.387728417,FALSE
75,"M5",20.15,18.14,1.025,"Full day","Umass",0.605168421,0,11.4982,NA,97,91.63157895,0.483621526,0.935315635,0.254227438,4956.368421,NA,NA,0.121546895,FALSE
76,"M6",20.05,18.2,1.07,"Dark","Umass",0.79265,0,11.46,NA,100.25,99,0.50457925,0.982966501,0.205103223,3844.25,NA,NA,0.28807075,FALSE
77,"M6",20.05,18.2,1.07,"Full day","Umass",0.603157895,0,11.46,NA,98.63157895,92.84210526,0.491390421,0.935522258,0.183286513,3449.052632,NA,NA,0.111767474,FALSE
78,"M6",20.05,18.2,1.07,"Light","Umass",0.278314286,0,1.9482,NA,95.85714286,82.28571429,0.468781,0.85418927,0.145886437,2771.571429,NA,NA,-0.190466714,FALSE
79,"M7",19.9,18.355,0.96,"Light","Umass",0.218285714,0,1.528,NA,91.28571429,76.42857143,0.444287,0.838241104,0.125210822,2274.714286,NA,NA,-0.226001286,FALSE
80,"M7",19.9,18.355,0.96,"Dark","Umass",0.862683333,0,11.8802,NA,102.9166667,103.4166667,0.519973417,0.999737327,0.250095518,4751.916667,NA,NA,0.342709917,FALSE
81,"M7",19.9,18.355,0.96,"Full day","Umass",0.625273684,0,11.8802,NA,98.63157895,93.47368421,0.492088947,0.940238718,0.204085367,3839.263158,NA,NA,0.133184737,FALSE
82,"M8",18.4,16.93,0.87,"Full day","Umass",0.562947368,0,10.696,NA,93.89473684,89.36842105,0.468880632,0.942223243,0.265128588,5114.789474,NA,NA,0.094066737,FALSE
83,"M8",18.4,16.93,0.87,"Dark","Umass",0.834033333,0,10.696,NA,99.33333333,99.75,0.501796167,1.002136889,0.350462945,6820.166667,NA,NA,0.332237167,FALSE
84,"M8",18.4,16.93,0.87,"Light","Umass",0.098228571,0,0.6876,NA,84.57142857,71.57142857,0.412454,0.839514135,0.118841118,2191.285714,NA,NA,-0.314225429,FALSE
85,"V1",20.175,14.51665,1.38258,"Full day","Vanderbilt",0.588201589,0.070169421,11.1758302,1.333219,73.72763512,70.65660629,0.368706815,0.942358668,0.212024595,NA,1.338500498,1.538478107,0.219494774,FALSE
